Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Set
2015-04-27 00:00:00-04:00,29.548489560421793,29.731619923253344,29.289428591996405,29.624420166015625,387816800,0.0,0.0,1
2015-04-28 00:00:00-04:00,30.028645365723904,30.04650858372668,28.936573000869448,29.157665252685547,475696000,0.0,0.0,1
2015-04-29 00:00:00-04:00,29.068333253061375,29.3876902174093,28.652943608997187,28.72887420654297,253544400,0.0,0.0,1
2015-04-30 00:00:00-04:00,28.728872190424035,28.728872190424035,27.82216236838046,27.949459075927734,332781600,0.0,0.0,1
2015-05-01 00:00:00-04:00,28.161619792405876,29.06163176398269,27.982958672716148,28.79810333251953,234050400,0.0,0.0,1
2015-05-04 00:00:00-04:00,28.92093040853838,29.159892627537275,28.644002898314415,28.742267608642578,203953200,0.0,0.0,2
2015-05-05 00:00:00-04:00,28.619441582873787,28.686440570180817,28.090156057797344,28.094623565673828,197085600,0.0,0.0,2
2015-05-06 00:00:00-04:00,28.26435456160562,28.306787371933314,27.549706567879966,27.918197631835938,288564000,0.0,0.0,2
2015-05-07 00:00:00-04:00,27.980979129928542,28.274761520017556,27.812783771171894,28.09086799621582,175763600,0.13,0.0,2
2015-05-08 00:00:00-04:00,28.409325085242145,28.62013053894043,28.281496646737725,28.62013053894043,222201600,0.0,0.0,2
2015-05-11 00:00:00-04:00,28.56854717086461,28.606671048184207,28.17384818122156,28.328588485717773,168143200,0.0,0.0,3
2015-05-12 00:00:00-04:00,28.167123180955276,28.454176395333747,27.99220023537915,28.22767448425293,192640000,0.0,0.0,3
2015-05-13 00:00:00-04:00,28.290463870135095,28.523695007429993,28.227671200665686,28.25906753540039,138776800,0.0,0.0,3
2015-05-14 00:00:00-04:00,28.57303438501216,28.918394088745117,28.51696925361795,28.918394088745117,180814000,0.0,0.0,3
2015-05-15 00:00:00-04:00,28.945313447144432,29.039502476024015,28.75244921983536,28.878034591674805,152832000,0.0,0.0,3
2015-05-18 00:00:00-04:00,28.790566892937537,29.31533569285124,28.78608072435578,29.19647789001465,203531600,0.0,0.0,4
2015-05-19 00:00:00-04:00,29.30860753376486,29.351217579534275,29.073133306369215,29.169567108154297,178532800,0.0,0.0,4
2015-05-20 00:00:00-04:00,29.15387279477292,29.373647185389032,29.005860003932757,29.167327880859375,145819600,0.0,0.0,4
2015-05-21 00:00:00-04:00,29.169571193328686,29.519417101566336,29.115747429775045,29.465593338012695,158921600,0.0,0.0,4
2015-05-22 00:00:00-04:00,29.51268773318277,29.81992357067761,29.467832888690626,29.72348976135254,182384000,0.0,0.0,4
2015-05-26 00:00:00-04:00,29.73694424402223,29.806464452856073,28.956515225125823,29.068645477294922,282790400,0.0,0.0,5
2015-05-27 00:00:00-04:00,29.230110780591023,29.660690500965686,29.165076745625154,29.611352920532227,183332800,0.0,0.0,5
2015-05-28 00:00:00-04:00,29.57098843005862,29.591171052947995,29.400551689086928,29.55304718017578,122933200,0.0,0.0,5
