Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-09 00:00:00-04:00,28.105790337990708,28.26882030656257,27.840031537075223,28.264352798461914,129936000,0.0,0.0
2015-04-10 00:00:00-04:00,28.128123439254246,28.409516821392867,27.974028483200485,28.384950637817383,160752000,0.0,0.0
2015-04-13 00:00:00-04:00,28.66857415662502,28.713242420297313,28.27551865336339,28.329116821289062,145460400,0.0,0.0
2015-04-14 00:00:00-04:00,28.36261608247333,28.427381315785674,28.119189722922986,28.206287384033203,102098400,0.0,0.0
2015-04-15 00:00:00-04:00,28.230848331930158,28.391642804577476,28.141516933445175,28.313478469848633,115881600,0.0,0.0
2015-04-16 00:00:00-04:00,28.201819904903736,28.384948539200966,28.163854607223158,28.17725372314453,113476000,0.0,0.0
2015-04-17 00:00:00-04:00,28.038787391161097,28.1705498879956,27.79535936446777,27.860124588012695,207828000,0.0,0.0
2015-04-20 00:00:00-04:00,28.043257616383126,28.612742196487645,27.953926200723096,28.496612548828125,188217200,0.0,0.0
2015-04-21 00:00:00-04:00,28.608280273384672,28.630610999180256,28.288919884343844,28.342519760131836,129740400,0.0,0.0
2015-04-22 00:00:00-04:00,28.360381781433826,28.78023720904142,28.21075264383407,28.72440528869629,150618000,0.0,0.0
2015-04-23 00:00:00-04:00,28.65294827583227,29.126401970243215,28.617215021387107,28.958906173706055,183083600,0.0,0.0
2015-04-24 00:00:00-04:00,29.142025503013585,29.173291236876665,28.860630490536455,29.095125198364258,178103600,0.0,0.0
2015-04-27 00:00:00-04:00,29.54849146288168,29.731621837503962,29.289430477776826,29.624422073364258,387816800,0.0,0.0
2015-04-28 00:00:00-04:00,30.02864340140011,30.04650661823436,28.936571107983564,29.157663345336914,475696000,0.0,0.0
2015-04-29 00:00:00-04:00,29.068327463404046,29.387684364144356,28.652937902074694,28.72886848449707,253544400,0.0,0.0
2015-04-30 00:00:00-04:00,28.728870229886088,28.728870229886088,27.82216046971891,27.9494571685791,332781600,0.0,0.0
2015-05-01 00:00:00-04:00,28.161621657599095,29.061633688785268,27.982960526076326,28.798105239868164,234050400,0.0,0.0
2015-05-04 00:00:00-04:00,28.92092848933361,29.15989069247487,28.644000997486668,28.742265701293945,203953200,0.0,0.0
2015-05-05 00:00:00-04:00,28.619433810959332,28.686432780072074,28.090148429616015,28.094615936279297,197085600,0.0,0.0
2015-05-06 00:00:00-04:00,28.264346837614443,28.306779636346235,27.549699039185473,27.918190002441406,288564000,0.0,0.0
2015-05-07 00:00:00-04:00,27.980982929703067,28.274765359687283,27.812787548105742,28.090871810913086,175763600,0.13,0.0
2015-05-08 00:00:00-04:00,28.40932129864255,28.620126724243164,28.281492877176024,28.620126724243164,222201600,0.0,0.0
2015-05-11 00:00:00-04:00,28.568551017874455,28.606674900327775,28.173851975081664,28.32859230041504,168143200,0.0,0.0
2015-05-12 00:00:00-04:00,28.167125084212447,28.45417831798715,27.992202126816753,28.227676391601562,192640000,0.0,0.0
2015-05-13 00:00:00-04:00,28.29046577960283,28.523696932639684,28.22767310589522,28.259069442749023,138776800,0.0,0.0
2015-05-14 00:00:00-04:00,28.57303815415217,28.918397903442383,28.516973015362268,28.918397903442383,180814000,0.0,0.0
2015-05-15 00:00:00-04:00,28.945300064598367,29.03948904993069,28.75243592645794,28.878021240234375,152832000,0.0,0.0
2015-05-18 00:00:00-04:00,28.79057441626259,29.31534335330476,28.78608824650854,29.19648551940918,203531600,0.0,0.0
2015-05-19 00:00:00-04:00,29.308609450205115,29.351219498760727,29.073135207412207,29.16956901550293,178532800,0.0,0.0
2015-05-20 00:00:00-04:00,29.153870888304162,29.373645264548497,29.005858107143048,29.167325973510742,145819600,0.0,0.0
2015-05-21 00:00:00-04:00,29.169559864208427,29.51940563657002,29.115736121559305,29.4655818939209,158921600,0.0,0.0
2015-05-22 00:00:00-04:00,29.51268773318277,29.81992357067761,29.467832888690626,29.72348976135254,182384000,0.0,0.0
2015-05-26 00:00:00-04:00,29.736946195221503,29.806466408616938,28.956517125116992,29.068647384643555,282790400,0.0,0.0
2015-05-27 00:00:00-04:00,29.230118311758137,29.660698143072093,29.165084260036185,29.611360549926758,183332800,0.0,0.0
2015-05-28 00:00:00-04:00,29.570994155578294,29.591176782375417,29.400557381606728,29.55305290222168,122933200,0.0,0.0
2015-05-29 00:00:00-04:00,29.429704428959123,29.479042012667847,29.131437553608613,29.216657638549805,203538000,0.0,0.0
2015-06-01 00:00:00-04:00,29.216662593019702,29.465591926874144,29.16508362746622,29.27496910095215,128451200,0.0,0.0
2015-06-02 00:00:00-04:00,29.122471946982635,29.301881051578466,29.001372768998277,29.144899368286133,134670400,0.0,0.0
2015-06-03 00:00:00-04:00,29.301881103561218,29.364673776989548,29.131440914017986,29.18077850341797,123934000,0.0,0.0
2015-06-04 00:00:00-04:00,29.059683054716306,29.28394360915436,28.90942889387615,29.010345458984375,153800400,0.0,0.0
2015-06-05 00:00:00-04:00,29.04173900210717,29.08434905085685,28.78608213155326,28.851116180419922,142507200,0.0,0.0
2015-06-08 00:00:00-04:00,28.907184129737455,28.976707776122268,28.442966560956766,28.660499572753906,210699200,0.0,0.0
2015-06-09 00:00:00-04:00,28.4138094674482,28.723290104771344,28.171609386855806,28.57527732849121,224301600,0.0,0.0
2015-06-10 00:00:00-04:00,28.687405006899652,29.00585453132655,28.67170683910317,28.90269660949707,156349200,0.0,0.0
2015-06-11 00:00:00-04:00,28.96997080703964,29.194231315241936,28.81298913568679,28.837657928466797,141563600,0.0,0.0
2015-06-12 00:00:00-04:00,28.74795558852689,28.779351923337583,28.50575382486845,28.519208908081055,147544800,0.0,0.0
2015-06-15 00:00:00-04:00,28.279248852517377,28.53490568694789,28.191787393947564,28.46314239501953,175955600,0.0,0.0
2015-06-16 00:00:00-04:00,28.48782171255729,28.67171532300351,28.33981061681886,28.615650177001953,125976400,0.0,0.0
2015-06-17 00:00:00-04:00,28.642557473536485,28.678438271522495,28.422781383597965,28.548368453979492,131672400,0.0,0.0
2015-06-18 00:00:00-04:00,28.532668301953876,28.77486837670789,28.53042521755676,28.678436279296875,141628800,0.0,0.0
2015-06-19 00:00:00-04:00,28.640315386008115,28.6649841840326,28.346534605317565,28.391386032104492,218867600,0.0,0.0
2015-06-22 00:00:00-04:00,28.5909756163387,28.7188040550328,28.49902968512399,28.617887496948242,136157200,0.0,0.0
2015-06-23 00:00:00-04:00,28.588726469154594,28.617879715325305,28.45416881366722,28.487808227539062,121075600,0.0,0.0
2015-06-24 00:00:00-04:00,28.52818188866539,29.109017552550675,28.50799926218056,28.730016708374023,221123600,0.0,0.0
2015-06-25 00:00:00-04:00,28.898204599564902,28.974452338886092,28.593210220336914,28.593210220336914,127752400,0.0,0.0
2015-06-26 00:00:00-04:00,28.631335638252942,28.703098924835952,28.371194366003913,28.425016403198242,176267200,0.0,0.0
2015-06-29 00:00:00-04:00,28.135730286395443,28.362233936172537,27.915955890786737,27.927167892456055,196645600,0.0,0.0
2015-06-30 00:00:00-04:00,28.16039222997233,28.283736195113875,28.001167472862647,28.128995895385742,177482800,0.0,0.0
2015-07-01 00:00:00-04:00,28.458664883257136,28.46763551080897,28.254586956140436,28.391386032104492,120955200,0.0,0.0
2015-07-02 00:00:00-04:00,28.35325809061674,28.411566305873087,28.205245323651862,28.355501174926758,108844000,0.0,0.0
2015-07-06 00:00:00-04:00,28.01911078965835,28.308407074792264,27.998926452523776,28.256826400756836,112241600,0.0,0.0
2015-07-07 00:00:00-04:00,28.232160691047177,28.290468913508555,27.75672770592408,28.18730926513672,187787200,0.0,0.0
2015-07-08 00:00:00-04:00,27.91594824650895,27.951829037386723,27.48088232192741,27.48760986328125,243046400,0.0,0.0
2015-07-09 00:00:00-04:00,27.77466839994035,27.82176290948722,26.736342683422965,26.926963806152344,314380000,0.0,0.0
2015-07-10 00:00:00-04:00,27.346325179179793,27.774661832909658,27.182614265772266,27.646833419799805,245418000,0.0,0.0
2015-07-13 00:00:00-04:00,28.039296802418413,28.20300775972198,27.88007201434083,28.18058204650879,165762000,0.0,0.0
2015-07-14 00:00:00-04:00,28.26579128259974,28.339797652099207,28.04153080118683,28.16935920715332,127072400,0.0,0.0
