WeekNumber,PrevFinalPrice,CurrFinalPrice,PctChange,Label
169,218.36000061035156,217.8800048828125,-0.21981852271359073,2
170,217.8800048828125,188.3800048828125,-13.539562758806928,1
171,188.3800048828125,198.02000427246094,5.117315606635264,0
172,198.02000427246094,196.8699951171875,-0.5807540301287488,2
173,196.8699951171875,209.22999572753906,6.278255151575654,0
